"CONTADOR","TORRE","HELICE","PE","I_GRAUS","L_m","NSPTponta","T_kNm"
13,"TORRE 47-2_D1SE",6,"B3",23,13,4,13.02
14,"TORRE 47-2_D1SE",6,"B3",23,14,8,14.78
15,"TORRE 47-2_D1SE",6,"B3",23,15,4,16.54
1,"TORRE 47-2_D1SE",6,"B4",5,1,0,0
2,"TORRE 47-2_D1SE",6,"B4",5,2,2,2.03
3,"TORRE 47-2_D1SE",6,"B4",5,3,2,2.58
4,"TORRE 47-2_D1SE",6,"B4",5,4,2,3.12
5,"TORRE 47-2_D1SE",6,"B4",5,5,2,4.2
6,"TORRE 47-2_D1SE",6,"B4",5,6,0,5.29
7,"TORRE 47-2_D1SE",6,"B4",5,7,0,5.69
8,"TORRE 47-2_D1SE",6,"B4",5,8,5,7.59
9,"TORRE 47-2_D1SE",6,"B4",5,9,2,8.81
10,"TORRE 47-2_D1SE",6,"B4",5,10,4,9.9
11,"TORRE 47-2_D1SE",6,"B4",5,11,5,11.52
12,"TORRE 47-2_D1SE",6,"B4",5,12,4,13.29
13,"TORRE 47-2_D1SE",6,"B4",5,13,8,14.1
14,"TORRE 47-2_D1SE",6,"B4",5,14,4,15.73
15,"TORRE 47-2_D1SE",6,"B4",5,15,8,17.49
1,"TORRE 47-2_D1SE",6,"B5",5,1,0,0
2,"TORRE 47-2_D1SE",6,"B5",5,2,2,1.76
3,"TORRE 47-2_D1SE",6,"B5",5,3,2,2.44
4,"TORRE 47-2_D1SE",6,"B5",5,4,2,3.25
5,"TORRE 47-2_D1SE",6,"B5",5,5,2,4.34
6,"TORRE 47-2_D1SE",6,"B5",5,6,0,5.15
7,"TORRE 47-2_D1SE",6,"B5",5,7,0,5.97
8,"TORRE 47-2_D1SE",6,"B5",5,8,5,7.19
9,"TORRE 47-2_D1SE",6,"B5",5,9,2,8.41
10,"TORRE 47-2_D1SE",6,"B5",5,10,4,10.3
11,"TORRE 47-2_D1SE",6,"B5",5,11,5,11.12
12,"TORRE 47-2_D1SE",6,"B5",5,12,4,12.88
13,"TORRE 47-2_D1SE",6,"B5",5,13,8,13.83
14,"TORRE 47-2_D1SE",6,"B5",5,14,4,15.32
15,"TORRE 47-2_D1SE",6,"B5",5,15,8,17.08
1,"TORRE 47-2_D1SE",6,"B6",5,1,0,0
2,"TORRE 47-2_D1SE",6,"B6",5,2,2,2.17
3,"TORRE 47-2_D1SE",6,"B6",5,3,2,2.58
4,"TORRE 47-2_D1SE",6,"B6",5,4,2,3.39
5,"TORRE 47-2_D1SE",6,"B6",5,5,2,4.2
6,"TORRE 47-2_D1SE",6,"B6",5,6,0,4.61
7,"TORRE 47-2_D1SE",6,"B6",5,7,0,5.69
8,"TORRE 47-2_D1SE",6,"B6",5,8,5,6.91
9,"TORRE 47-2_D1SE",6,"B6",5,9,2,8.68
10,"TORRE 47-2_D1SE",6,"B6",5,10,4,9.9
11,"TORRE 47-2_D1SE",6,"B6",5,11,5,11.52
12,"TORRE 47-2_D1SE",6,"B6",5,12,4,12.47
13,"TORRE 47-2_D1SE",6,"B6",5,13,8,13.69
14,"TORRE 47-2_D1SE",6,"B6",5,14,4,15.19
15,"TORRE 47-2_D1SE",6,"B6",5,15,8,16.54
1,"TORRE 47-2_D1SE",6,"B7",20,1,0,0
2,"TORRE 47-2_D1SE",6,"B7",20,2,2,2.03
3,"TORRE 47-2_D1SE",6,"B7",20,3,2,2.44
4,"TORRE 47-2_D1SE",6,"B7",20,4,2,3.25
5,"TORRE 47-2_D1SE",6,"B7",20,5,2,4.34
6,"TORRE 47-2_D1SE",6,"B7",20,6,0,5.15
7,"TORRE 47-2_D1SE",6,"B7",20,7,0,5.56
8,"TORRE 47-2_D1SE",6,"B7",20,8,5,7.59
9,"TORRE 47-2_D1SE",6,"B7",20,9,2,8.54
10,"TORRE 47-2_D1SE",6,"B7",20,10,4,9.63
11,"TORRE 47-2_D1SE",6,"B7",20,11,5,11.66
12,"TORRE 47-2_D1SE",6,"B7",20,12,4,13.42
13,"TORRE 47-2_D1SE",6,"B7",20,13,8,13.83
14,"TORRE 47-2_D1SE",6,"B7",20,14,4,14.1
15,"TORRE 47-2_D1SE",6,"B7",20,15,8,15.73
1,"TORRE 47-2_D1SE",6,"B8",18,1,0,0
2,"TORRE 47-2_D1SE",6,"B8",18,2,2,2.17
3,"TORRE 47-2_D1SE",6,"B8",18,3,2,2.58
4,"TORRE 47-2_D1SE",6,"B8",18,4,2,3.53
5,"TORRE 47-2_D1SE",6,"B8",18,5,2,4.2
6,"TORRE 47-2_D1SE",6,"B8",18,6,0,4.88
7,"TORRE 47-2_D1SE",6,"B8",18,7,0,5.83
8,"TORRE 47-2_D1SE",6,"B8",18,8,5,7.46
9,"TORRE 47-2_D1SE",6,"B8",18,9,2,8.41
10,"TORRE 47-2_D1SE",6,"B8",18,10,4,10.3
11,"TORRE 47-2_D1SE",6,"B8",18,11,5,11.39
12,"TORRE 47-2_D1SE",6,"B8",18,12,4,12.47
13,"TORRE 47-2_D1SE",6,"B8",18,13,8,13.69
14,"TORRE 47-2_D1SE",6,"B8",18,14,4,13.96
15,"TORRE 47-2_D1SE",6,"B8",18,15,8,16.54
1,"TORRE 47-2_D1SE",6,"B9",20,1,0,0
2,"TORRE 47-2_D1SE",6,"B9",20,2,2,1.9
3,"TORRE 47-2_D1SE",6,"B9",20,3,2,2.58
4,"TORRE 47-2_D1SE",6,"B9",20,4,2,3.25
5,"TORRE 47-2_D1SE",6,"B9",20,5,2,4.61
6,"TORRE 47-2_D1SE",6,"B9",20,6,0,5.29
7,"TORRE 47-2_D1SE",6,"B9",20,7,0,5.97
8,"TORRE 47-2_D1SE",6,"B9",20,8,5,7.59
9,"TORRE 47-2_D1SE",6,"B9",20,9,2,9.08
10,"TORRE 47-2_D1SE",6,"B9",20,10,4,10.03
11,"TORRE 47-2_D1SE",6,"B9",20,11,5,11.25
12,"TORRE 47-2_D1SE",6,"B9",20,12,4,13.02
13,"TORRE 47-2_D1SE",6,"B9",20,13,8,13.42
14,"TORRE 47-2_D1SE",6,"B9",20,14,4,14.1
15,"TORRE 47-2_D1SE",6,"B9",20,15,8,16.81
1,"TORRE 47-2_D1SE",6,"C1",5,1,0,0
2,"TORRE 47-2_D1SE",6,"C1",5,2,2,2.17
3,"TORRE 47-2_D1SE",6,"C1",5,3,2,2.58
4,"TORRE 47-2_D1SE",6,"C1",5,4,2,2.98
5,"TORRE 47-2_D1SE",6,"C1",5,5,2,4.61
6,"TORRE 47-2_D1SE",6,"C1",5,6,0,5.29
7,"TORRE 47-2_D1SE",6,"C1",5,7,0,7.05
8,"TORRE 47-2_D1SE",6,"C1",5,8,5,8.68
9,"TORRE 47-2_D1SE",6,"C1",5,9,2,10.03
10,"TORRE 47-2_D1SE",6,"C1",5,10,4,11.66
11,"TORRE 47-2_D1SE",6,"C1",5,11,5,11.93
12,"TORRE 47-2_D1SE",6,"C1",5,12,4,14.1
13,"TORRE 47-2_D1SE",6,"C1",5,13,8,15.73
1,"TORRE 47-2_D1SE",6,"C2",23,1,0,0
2,"TORRE 47-2_D1SE",6,"C2",23,2,2,1.9
3,"TORRE 47-2_D1SE",6,"C2",23,3,2,2.44
4,"TORRE 47-2_D1SE",6,"C2",23,4,2,3.53
5,"TORRE 47-2_D1SE",6,"C2",23,5,2,4.47
6,"TORRE 47-2_D1SE",6,"C2",23,6,0,5.15
7,"TORRE 47-2_D1SE",6,"C2",23,7,0,6.24
8,"TORRE 47-2_D1SE",6,"C2",23,8,5,7.46
9,"TORRE 47-2_D1SE",6,"C2",23,9,2,8.68
10,"TORRE 47-2_D1SE",6,"C2",23,10,4,9.9
11,"TORRE 47-2_D1SE",6,"C2",23,11,5,11.66
12,"TORRE 47-2_D1SE",6,"C2",23,12,4,12.61
13,"TORRE 47-2_D1SE",6,"C2",23,13,4,14.1
14,"TORRE 47-2_D1SE",6,"C2",23,14,8,16.81
1,"TORRE 47-2_D1SE",6,"C3",23,1,0,0
2,"TORRE 47-2_D1SE",6,"C3",23,2,2,2.03
3,"TORRE 47-2_D1SE",6,"C3",23,3,2,2.3
4,"TORRE 47-2_D1SE",6,"C3",23,4,2,3.25
5,"TORRE 47-2_D1SE",6,"C3",23,5,2,4.34
6,"TORRE 47-2_D1SE",6,"C3",23,6,0,5.29
7,"TORRE 47-2_D1SE",6,"C3",23,7,0,5.83
8,"TORRE 47-2_D1SE",6,"C3",23,8,5,7.32
9,"TORRE 47-2_D1SE",6,"C3",23,9,2,8.41
10,"TORRE 47-2_D1SE",6,"C3",23,10,4,9.63
11,"TORRE 47-2_D1SE",6,"C3",23,11,5,11.39
12,"TORRE 47-2_D1SE",6,"C3",23,12,4,12.34
13,"TORRE 47-2_D1SE",6,"C3",23,13,4,13.83
14,"TORRE 47-2_D1SE",6,"C3",23,14,8,15.46
15,"TORRE 47-2_D1SE",6,"C3",23,15,4,16.68
1,"TORRE 47-2_D1SE",6,"C4",5,1,0,0
2,"TORRE 47-2_D1SE",6,"C4",5,2,2,1.9
3,"TORRE 47-2_D1SE",6,"C4",5,3,2,2.44
4,"TORRE 47-2_D1SE",6,"C4",5,4,2,3.12
5,"TORRE 47-2_D1SE",6,"C4",5,5,2,4.2
6,"TORRE 47-2_D1SE",6,"C4",5,6,0,4.61
7,"TORRE 47-2_D1SE",6,"C4",5,7,0,5.69
8,"TORRE 47-2_D1SE",6,"C4",5,8,5,7.19
9,"TORRE 47-2_D1SE",6,"C4",5,9,2,8.81
10,"TORRE 47-2_D1SE",6,"C4",5,10,4,10.3
11,"TORRE 47-2_D1SE",6,"C4",5,11,5,11.25
12,"TORRE 47-2_D1SE",6,"C4",5,12,4,13.02
13,"TORRE 47-2_D1SE",6,"C4",5,13,8,14.1
14,"TORRE 47-2_D1SE",6,"C4",5,14,4,15.73
15,"TORRE 47-2_D1SE",6,"C4",5,15,8,16.81
1,"TORRE 47-2_D1SE",6,"C5",5,1,0,0
2,"TORRE 47-2_D1SE",6,"C5",5,2,2,2.03
3,"TORRE 47-2_D1SE",6,"C5",5,3,2,2.58
4,"TORRE 47-2_D1SE",6,"C5",5,4,2,3.53
5,"TORRE 47-2_D1SE",6,"C5",5,5,2,5.29
6,"TORRE 47-2_D1SE",6,"C5",5,6,0,5.29
7,"TORRE 47-2_D1SE",6,"C5",5,7,0,6.24
8,"TORRE 47-2_D1SE",6,"C5",5,8,5,6.91
9,"TORRE 47-2_D1SE",6,"C5",5,9,2,8.41
10,"TORRE 47-2_D1SE",6,"C5",5,10,4,10.03
11,"TORRE 47-2_D1SE",6,"C5",5,11,5,10.98
12,"TORRE 47-2_D1SE",6,"C5",5,12,4,12.61
13,"TORRE 47-2_D1SE",6,"C5",5,13,8,13.83
14,"TORRE 47-2_D1SE",6,"C5",5,14,4,14.1
15,"TORRE 47-2_D1SE",6,"C5",5,15,8,16.41
1,"TORRE 47-2_D1SE",6,"C6",5,1,0,0
2,"TORRE 47-2_D1SE",6,"C6",5,2,2,2.44
3,"TORRE 47-2_D1SE",6,"C6",5,3,2,2.98
4,"TORRE 47-2_D1SE",6,"C6",5,4,2,3.8
5,"TORRE 47-2_D1SE",6,"C6",5,5,2,4.2
6,"TORRE 47-2_D1SE",6,"C6",5,6,0,4.88
7,"TORRE 47-2_D1SE",6,"C6",5,7,0,6.24
8,"TORRE 47-2_D1SE",6,"C6",5,8,5,6.91
9,"TORRE 47-2_D1SE",6,"C6",5,9,2,8.41
10,"TORRE 47-2_D1SE",6,"C6",5,10,4,9.9
11,"TORRE 47-2_D1SE",6,"C6",5,11,5,11.52
12,"TORRE 47-2_D1SE",6,"C6",5,12,4,12.61
13,"TORRE 47-2_D1SE",6,"C6",5,13,8,14.37
14,"TORRE 47-2_D1SE",6,"C6",5,14,4,15.46
15,"TORRE 47-2_D1SE",6,"C6",5,15,8,16.68
1,"TORRE 47-2_D1SE",6,"C8",18,1,0,0
2,"TORRE 47-2_D1SE",6,"C8",18,2,2,2.17
3,"TORRE 47-2_D1SE",6,"C8",18,3,2,2.98
4,"TORRE 47-2_D1SE",6,"C8",18,4,2,4.47
5,"TORRE 47-2_D1SE",6,"C8",18,5,2,5.97
6,"TORRE 47-2_D1SE",6,"C8",18,6,0,7.05
7,"TORRE 47-2_D1SE",6,"C8",18,7,0,7.59
8,"TORRE 47-2_D1SE",6,"C8",18,8,5,8.27
9,"TORRE 47-2_D1SE",6,"C8",18,9,2,9.9
10,"TORRE 47-2_D1SE",6,"C8",18,10,4,11.66
11,"TORRE 47-2_D1SE",6,"C8",18,11,5,12.47
12,"TORRE 47-2_D1SE",6,"C8",18,12,4,14.1
13,"TORRE 47-2_D1SE",6,"C8",18,13,8,16.54
1,"TORRE 47-2_D1SE",6,"C9",20,1,0,0
2,"TORRE 47-2_D1SE",6,"C9",20,2,2,2.44
3,"TORRE 47-2_D1SE",6,"C9",20,3,2,3.25
4,"TORRE 47-2_D1SE",6,"C9",20,4,2,4.88
5,"TORRE 47-2_D1SE",6,"C9",20,5,2,5.69
6,"TORRE 47-2_D1SE",6,"C9",20,6,0,7.32
7,"TORRE 47-2_D1SE",6,"C9",20,7,0,8
8,"TORRE 47-2_D1SE",6,"C9",20,8,5,8.54
9,"TORRE 47-2_D1SE",6,"C9",20,9,2,10.3
10,"TORRE 47-2_D1SE",6,"C9",20,10,4,11.12
11,"TORRE 47-2_D1SE",6,"C9",20,11,5,12.61
12,"TORRE 47-2_D1SE",6,"C9",20,12,4,14.24
13,"TORRE 47-2_D1SE",6,"C9",20,13,8,15.73
1,"TORRE 47-2_D1SE",6,"D1",5,1,0,0
2,"TORRE 47-2_D1SE",6,"D1",5,2,2,3.66
3,"TORRE 47-2_D1SE",6,"D1",5,3,2,4.07
4,"TORRE 47-2_D1SE",6,"D1",5,4,2,4.75
5,"TORRE 47-2_D1SE",6,"D1",5,5,2,5.02
6,"TORRE 47-2_D1SE",6,"D1",5,6,0,7.19
7,"TORRE 47-2_D1SE",6,"D1",5,7,0,8.81
8,"TORRE 47-2_D1SE",6,"D1",5,8,5,9.22
9,"TORRE 47-2_D1SE",6,"D1",5,9,2,11.39
10,"TORRE 47-2_D1SE",6,"D1",5,10,4,12.07
11,"TORRE 47-2_D1SE",6,"D1",5,11,5,14.24
12,"TORRE 47-2_D1SE",6,"D1",5,12,4,15.32
13,"TORRE 47-2_D1SE",6,"D1",5,13,8,16
1,"TORRE 47-2_D1SE",6,"D2",23,1,0,0
2,"TORRE 47-2_D1SE",6,"D2",23,2,2,3.39
3,"TORRE 47-2_D1SE",6,"D2",23,3,2,3.8
4,"TORRE 47-2_D1SE",6,"D2",23,4,2,4.2
5,"TORRE 47-2_D1SE",6,"D2",23,5,2,5.29
6,"TORRE 47-2_D1SE",6,"D2",23,6,0,6.78
7,"TORRE 47-2_D1SE",6,"D2",23,7,0,7.32
8,"TORRE 47-2_D1SE",6,"D2",23,8,5,7.73
9,"TORRE 47-2_D1SE",6,"D2",23,9,2,8.27
10,"TORRE 47-2_D1SE",6,"D2",23,10,4,8.95
11,"TORRE 47-2_D1SE",6,"D2",23,11,5,9.22
12,"TORRE 47-2_D1SE",6,"D2",23,12,4,11.52
13,"TORRE 47-2_D1SE",6,"D2",23,13,4,12.07
14,"TORRE 47-2_D1SE",6,"D2",23,14,8,14.1
15,"TORRE 47-2_D1SE",6,"D2",23,15,4,14.91
16,"TORRE 47-2_D1SE",6,"D2",23,16,8,15.73
17,"TORRE 47-2_D1SE",6,"D2",23,17.18,6,16
1,"TORRE 47-2_D1SE",6,"D3",23,1,0,0
2,"TORRE 47-2_D1SE",6,"D3",23,2,2,3.66
3,"TORRE 47-2_D1SE",6,"D3",23,3,2,4.07
4,"TORRE 47-2_D1SE",6,"D3",23,4,2,4.88
5,"TORRE 47-2_D1SE",6,"D3",23,5,2,5.83
6,"TORRE 47-2_D1SE",6,"D3",23,6,0,7.32
7,"TORRE 47-2_D1SE",6,"D3",23,7,0,8
8,"TORRE 47-2_D1SE",6,"D3",23,8,5,9.76
9,"TORRE 47-2_D1SE",6,"D3",23,9,2,10.58
10,"TORRE 47-2_D1SE",6,"D3",23,10,4,12.88
11,"TORRE 47-2_D1SE",6,"D3",23,11,5,13.42
12,"TORRE 47-2_D1SE",6,"D3",23,12,4,14.51
13,"TORRE 47-2_D1SE",6,"D3",23,13,4,15.59
14,"TORRE 47-2_D1SE",6,"D3",23,13.53,8,16
1,"TORRE 47-2_D1SE",6,"D4",5,1,0,0
2,"TORRE 47-2_D1SE",6,"D4",5,2,2,3.39
3,"TORRE 47-2_D1SE",6,"D4",5,3,2,3.8
4,"TORRE 47-2_D1SE",6,"D4",5,4,2,4.07
5,"TORRE 47-2_D1SE",6,"D4",5,5,2,4.61
6,"TORRE 47-2_D1SE",6,"D4",5,6,0,5.02
7,"TORRE 47-2_D1SE",6,"D4",5,7,0,6.78
8,"TORRE 47-2_D1SE",6,"D4",5,8,5,7.32
9,"TORRE 47-2_D1SE",6,"D4",5,9,2,8.27
10,"TORRE 47-2_D1SE",6,"D4",5,10,4,8.81
11,"TORRE 47-2_D1SE",6,"D4",5,11,5,9.36
12,"TORRE 47-2_D1SE",6,"D4",5,12,4,11.12
13,"TORRE 47-2_D1SE",6,"D4",5,13,8,11.8
14,"TORRE 47-2_D1SE",6,"D4",5,14,4,13.96
15,"TORRE 47-2_D1SE",6,"D4",5,15,8,14.51
16,"TORRE 47-2_D1SE",6,"D4",5,16,6,15.59
17,"TORRE 47-2_D1SE",6,"D4",5,17,10,15.86
1,"TORRE 47-2_D1SE",6,"D5",5,1,0,0
2,"TORRE 47-2_D1SE",6,"D5",5,2,2,3.12
3,"TORRE 47-2_D1SE",6,"D5",5,3,2,3.39
4,"TORRE 47-2_D1SE",6,"D5",5,4,2,3.66
5,"TORRE 47-2_D1SE",6,"D5",5,5,2,4.34
6,"TORRE 47-2_D1SE",6,"D5",5,6,0,4.75
7,"TORRE 47-2_D1SE",6,"D5",5,7,0,5.56
8,"TORRE 47-2_D1SE",6,"D5",5,8,5,5.83
9,"TORRE 47-2_D1SE",6,"D5",5,9,2,5.83
10,"TORRE 47-2_D1SE",6,"D5",5,10,4,5.15
11,"TORRE 47-2_D1SE",6,"D5",5,11,5,5.29
12,"TORRE 47-2_D1SE",6,"D5",5,12,4,5.69
13,"TORRE 47-2_D1SE",6,"D5",5,13,8,5.97
14,"TORRE 47-2_D1SE",6,"D5",5,14,4,6.37
15,"TORRE 47-2_D1SE",6,"D5",5,15,8,6.78
16,"TORRE 47-2_D1SE",6,"D5",5,16,6,7.19
17,"TORRE 47-2_D1SE",6,"D5",5,17,10,7.46
18,"TORRE 47-2_D1SE",6,"D5",5,18,8,7.19
19,"TORRE 47-2_D1SE",6,"D5",5,19,7,7.59
20,"TORRE 47-2_D1SE",6,"D5",5,20,8,8.13
21,"TORRE 47-2_D1SE",6,"D5",5,21,8,8.41
22,"TORRE 47-2_D1SE",6,"D5",5,22,6,8.41
23,"TORRE 47-2_D1SE",6,"D5",5,23,7,8.81
24,"TORRE 47-2_D1SE",6,"D5",5,24,8,8.54
25,"TORRE 47-2_D1SE",6,"D5",5,25,7,8.81
1,"TORRE 47-2_D1SE",6,"D6",5,1,0,0
2,"TORRE 47-2_D1SE",6,"D6",5,2,2,3.39
3,"TORRE 47-2_D1SE",6,"D6",5,3,2,3.66
4,"TORRE 47-2_D1SE",6,"D6",5,4,2,4.2
5,"TORRE 47-2_D1SE",6,"D6",5,5,2,5.15
6,"TORRE 47-2_D1SE",6,"D6",5,6,0,6.91
7,"TORRE 47-2_D1SE",6,"D6",5,7,0,7.46
8,"TORRE 47-2_D1SE",6,"D6",5,8,5,8.13
9,"TORRE 47-2_D1SE",6,"D6",5,9,2,8.54
10,"TORRE 47-2_D1SE",6,"D6",5,10,4,9.22
11,"TORRE 47-2_D1SE",6,"D6",5,11,5,9.49
12,"TORRE 47-2_D1SE",6,"D6",5,12,4,9.9
13,"TORRE 47-2_D1SE",6,"D6",5,13,8,11.66
14,"TORRE 47-2_D1SE",6,"D6",5,14,4,11.93
15,"TORRE 47-2_D1SE",6,"D6",5,15,8,12.74
16,"TORRE 47-2_D1SE",6,"D6",5,16,6,13.15
17,"TORRE 47-2_D1SE",6,"D6",5,17,10,14.24
18,"TORRE 47-2_D1SE",6,"D6",5,18,8,14.78
19,"TORRE 47-2_D1SE",6,"D6",5,18.78,7,16.27
1,"TORRE 47-2_D1SE",6,"D7",20,1,0,0
2,"TORRE 47-2_D1SE",6,"D7",20,2,2,4.07
3,"TORRE 47-2_D1SE",6,"D7",20,3,2,5.02
4,"TORRE 47-2_D1SE",6,"D7",20,4,2,5.69
5,"TORRE 47-2_D1SE",6,"D7",20,5,2,7.59
6,"TORRE 47-2_D1SE",6,"D7",20,6,0,8.54
7,"TORRE 47-2_D1SE",6,"D7",20,7,0,9.22
8,"TORRE 47-2_D1SE",6,"D7",20,8,5,10.44
9,"TORRE 47-2_D1SE",6,"D7",20,9,2,12.47
10,"TORRE 47-2_D1SE",6,"D7",20,10,4,13.02
11,"TORRE 47-2_D1SE",6,"D7",20,11,5,15.32
12,"TORRE 47-2_D1SE",6,"D7",20,12,4,15.86
13,"TORRE 47-2_D1SE",6,"D7",20,13,8,16.27
1,"TORRE 47-2_D1SE",6,"D8",18,1,0,0
2,"TORRE 47-2_D1SE",6,"D8",18,2,2,3.8
3,"TORRE 47-2_D1SE",6,"D8",18,3,2,4.47
4,"TORRE 47-2_D1SE",6,"D8",18,4,2,6.37
5,"TORRE 47-2_D1SE",6,"D8",18,5,2,7.32
6,"TORRE 47-2_D1SE",6,"D8",18,6,0,7.86
7,"TORRE 47-2_D1SE",6,"D8",18,7,0,9.9
8,"TORRE 47-2_D1SE",6,"D8",18,8,5,10.58
9,"TORRE 47-2_D1SE",6,"D8",18,9,2,12.74
10,"TORRE 47-2_D1SE",6,"D8",18,10,4,13.42
11,"TORRE 47-2_D1SE",6,"D8",18,11,5,15.59
12,"TORRE 47-2_D1SE",6,"D8",18,12,4,16
13,"TORRE 47-2_D1SE",6,"D8",18,13,8,16.54
1,"TORRE 47-2_D1SE",6,"D9",20,1,0,0
2,"TORRE 47-2_D1SE",6,"D9",20,2,2,3.8
3,"TORRE 47-2_D1SE",6,"D9",20,3,2,4.75
4,"TORRE 47-2_D1SE",6,"D9",20,4,2,6.78
5,"TORRE 47-2_D1SE",6,"D9",20,5,2,7.73
6,"TORRE 47-2_D1SE",6,"D9",20,6,0,9.49
7,"TORRE 47-2_D1SE",6,"D9",20,7,0,10.17
8,"TORRE 47-2_D1SE",6,"D9",20,8,5,11.25
9,"TORRE 47-2_D1SE",6,"D9",20,9,2,11.8
10,"TORRE 47-2_D1SE",6,"D9",20,10,4,13.83
11,"TORRE 47-2_D1SE",6,"D9",20,11,5,15.59
12,"TORRE 47-2_D1SE",6,"D9",20,12,4,16
13,"TORRE 47-2_D1SE",6,"D9",20,13,8,16.27
1,"TORRE 114-1_D1SM",6,"A1",5,1,0,0
2,"TORRE 114-1_D1SM",6,"A1",5,2,2,1.76
3,"TORRE 114-1_D1SM",6,"A1",5,3,3,3.66
4,"TORRE 114-1_D1SM",6,"A1",5,4,6,4.88
5,"TORRE 114-1_D1SM",6,"A1",5,5,5,6.24
6,"TORRE 114-1_D1SM",6,"A1",5,6,5,7.46
7,"TORRE 114-1_D1SM",6,"A1",5,7,7,8.41
8,"TORRE 114-1_D1SM",6,"A1",5,8,9,8.54
9,"TORRE 114-1_D1SM",6,"A1",5,9,6,8.68
10,"TORRE 114-1_D1SM",6,"A1",5,10,6,10.3
11,"TORRE 114-1_D1SM",6,"A1",5,11,6,11.8
12,"TORRE 114-1_D1SM",6,"A1",5,12,7,13.02
13,"TORRE 114-1_D1SM",6,"A1",5,13,6,14.1
14,"TORRE 114-1_D1SM",6,"A1",5,14,8,15.73
15,"TORRE 114-1_D1SM",6,"A1",5,15,7,16
1,"TORRE 114-1_D1SM",6,"A2",23,1,0,0
2,"TORRE 114-1_D1SM",6,"A2",23,2,2,4.61
3,"TORRE 114-1_D1SM",6,"A2",23,3,3,8.95
4,"TORRE 114-1_D1SM",6,"A2",23,4,6,10.3
5,"TORRE 114-1_D1SM",6,"A2",23,5,5,11.39
6,"TORRE 114-1_D1SM",6,"A2",23,6,5,13.02
7,"TORRE 114-1_D1SM",6,"A2",23,7,7,14.1
8,"TORRE 114-1_D1SM",6,"A2",23,8,9,15.73
9,"TORRE 114-1_D1SM",6,"A2",23,9,6,15.86
1,"TORRE 114-1_D1SM",6,"A3",23,1,0,0
2,"TORRE 114-1_D1SM",6,"A3",23,2,2,3.93
3,"TORRE 114-1_D1SM",6,"A3",23,3,3,7.19
4,"TORRE 114-1_D1SM",6,"A3",23,4,6,10.17
5,"TORRE 114-1_D1SM",6,"A3",23,5,5,11.66
6,"TORRE 114-1_D1SM",6,"A3",23,6,5,13.15
7,"TORRE 114-1_D1SM",6,"A3",23,7,7,14.24
8,"TORRE 114-1_D1SM",6,"A3",23,8,9,15.86
9,"TORRE 114-1_D1SM",6,"A3",23,9,6,16.13
1,"TORRE 114-1_D1SM",6,"A4",5,1,0,0
2,"TORRE 114-1_D1SM",6,"A4",5,2,2,4.34
3,"TORRE 114-1_D1SM",6,"A4",5,3,3,8.68
4,"TORRE 114-1_D1SM",6,"A4",5,4,6,10.3
5,"TORRE 114-1_D1SM",6,"A4",5,5,5,11.8
6,"TORRE 114-1_D1SM",6,"A4",5,6,5,13.15
7,"TORRE 114-1_D1SM",6,"A4",5,7,7,14.1
8,"TORRE 114-1_D1SM",6,"A4",5,8,9,15.73
9,"TORRE 114-1_D1SM",6,"A4",5,9,6,15.86
1,"TORRE 114-1_D1SM",6,"A5",18,1,0,0
2,"TORRE 114-1_D1SM",6,"A5",18,2,2,3.12
3,"TORRE 114-1_D1SM",6,"A5",18,3,3,7.32
4,"TORRE 114-1_D1SM",6,"A5",18,4,6,10.3
5,"TORRE 114-1_D1SM",6,"A5",18,5,5,11.8
6,"TORRE 114-1_D1SM",6,"A5",18,6,5,12.74
7,"TORRE 114-1_D1SM",6,"A5",18,7,7,14.37
8,"TORRE 114-1_D1SM",6,"A5",18,8,9,15.46
9,"TORRE 114-1_D1SM",6,"A5",18,9,6,15.73
1,"TORRE 114-1_D1SM",6,"A6",18,1,0,0
2,"TORRE 114-1_D1SM",6,"A6",18,2,2,3.25
3,"TORRE 114-1_D1SM",6,"A6",18,3,3,7.19
4,"TORRE 114-1_D1SM",6,"A6",18,4,6,10.58
5,"TORRE 114-1_D1SM",6,"A6",18,5,5,11.8
6,"TORRE 114-1_D1SM",6,"A6",18,6,5,13.02
7,"TORRE 114-1_D1SM",6,"A6",18,7,7,14.1
8,"TORRE 114-1_D1SM",6,"A6",18,8,9,15.86
9,"TORRE 114-1_D1SM",6,"A6",18,9,6,16
1,"TORRE 114-1_D1SM",6,"A7",0,1,0,0
2,"TORRE 114-1_D1SM",6,"A7",0,2,2,3.8
3,"TORRE 114-1_D1SM",6,"A7",0,3,3,6.37
4,"TORRE 114-1_D1SM",6,"A7",0,4,6,7.19
5,"TORRE 114-1_D1SM",6,"A7",0,5,5,8.68
6,"TORRE 114-1_D1SM",6,"A7",0,6,5,9.9
7,"TORRE 114-1_D1SM",6,"A7",0,7,7,11.52
8,"TORRE 114-1_D1SM",6,"A7",0,8,9,13.15
9,"TORRE 114-1_D1SM",6,"A7",0,9,6,14.37
10,"TORRE 114-1_D1SM",6,"A7",0,10,6,15.59
11,"TORRE 114-1_D1SM",6,"A7",0,11,6,15.73
1,"TORRE 114-1_D1SM",6,"B1",5,1,0,0
2,"TORRE 114-1_D1SM",6,"B1",5,2,2,3.66
3,"TORRE 114-1_D1SM",6,"B1",5,3,3,7.73
4,"TORRE 114-1_D1SM",6,"B1",5,4,6,10.3
